Category,Resume
Network Administrator,"Ability: Proficient Programmer, Proficient in Office and Adobe, Web Page Design, Windows XP Troubleshooting, Hardware and Software Installation, Hard-working, Dependable, Responsible, Excellent Communication, Problem-solving, Quick-learner, Adaptable
Education: High School Diploma@Instituto Preuniversitario
Experience: Network Administrator@COMCAVILA | Teacher@Ciego de Avila University | Network Administrator@Ciego de Avila University
Skill: Network Connectivity, Internet Access, Email, Hardware Maintenance, Hardware Configuration, Troubleshooting Network Problems, Troubleshooting Hardware Problems, Computer Programming, Computer Introduction, Evaluated Student Progress, Provided Individualized Feedback, Effective Communication, Team Collaboration, Software Support, Multimedia Equipment Support, Hardware and Software Installation, Hardware and Software Troubleshooting, Software and Hardware Upgrades, Network Connectivity Troubleshooting"
Network Administrator,"Ability: Active Directory, DHCP, DNS, LAN, Network Monitoring, Cisco Routers & Switches, VLAN Configuration, LAN / WAN Setup, Wireless setup and administration, IP Addressing, Spanning Tree Protocol, Understanding and experience working with DNS and DHCP, RedHat Administration, Inter VLAN Routing, Wireshark, Patch Management, Backup and Recovery, System and Network Monitoring, Strong Understanding of TCP/IP, Active Directory User Management
Experience: Network Administrator@Arizona Regional Multiple Listing Service | Jr. Network Administrator@Arizona Regional Multiple Listing Service
Skill: Monitor routers, switches, and firewalls, Perform routine maintenance on switches, routers, VPN, and firewalls, Administer and troubleshoot data connectivity for local area network (LAN) and wide area network (WAN) service, Setup and configure all new network devices as needed, Support all local and remote networks, Point-To-Point VPN tunnels, and Remotes Access VPN, Maintain system, application, security and network configuration documentation, Analyze network issues, propose resolution, and implement solution upon approval, Maintain accurate network diagrams and documentation, Oversee the day-to-day operation of both physical and virtual servers; including updating and patching, checking the Event Logs for errors, stopping and starting services as required, maintaining and troubleshooting backup systems, and monitor and verify all servers are running properly, Support, maintain, and evaluate network systems and appliances; phone system, phone recording system and other general network devices, Maintain and test nightly and weekly backups, Research and recommend network and server hardware and software, Assists the IT Manager in designing the network layout and server implementation, Coordinate with the IT Manager on how to implement, reinforce and improve the Security Policy per PCI Compliance guideline, Provide afterhours support to staff as needed in rotation with IT Manager, Assist in gathering prices on equipment and supplies as needed, Provide desktop and phone support to users as a backup to the Desktop Support Technician when required, Participate in team meetings, providing input and suggestions, Provide desktop and phone support to users as the main point of contact, Assist In providing computer/ network support relating to software and hardware problems reported by users, Install new software applications or hardware on workstations and laptops in coordination with the IT Manager, Maintain an adequate level of knowledge of operating systems and application software being used to provide high-level support to users, Assist in installation of network devices on the LAN, Assist with installation and support of Company Servers, Maintain daily and monthly Backups, Assist In gathering prices on equipment and supplies as needed, Download and test new versions of client software for workstations and make recommendations based on finding, Participate In team meetings, providing input and suggestions"
Network Administrator,"Ability: Studied and analyzed business requirements, Created backup and recovery policy, Monitored network and server performance, Troubleshoot problems, Managed IP address space, Worked with ticketing system, Monitored remote sites, Assisted in infrastructure upgrades, Provided documentation and support, Reduced cost of new equipment installation, Implemented security algorithms, Developed custom Android ROM
Education: Bachelors@Information Technology engineering
Experience: Network Administrator@Siskon Engineering | Assistant Network Administrator@LD College of Engineering
Skill: Network Design, VLSM, Subnetting, Troubleshooting of LAN & WAN Administrator, Configuration of router using Static & Dynamic routing, Hardware troubleshooting, Preventive maintenance, Software installation, Network troubleshooting"
Network Administrator,"Ability: System Administrator, VMware, Cisco, NOC
Education: Bachelor of Science in Information Systems@The University of Texas at Arlington
Experience: Network Administrator@nan | Network Administrator Spam Filtering@nan | Intern@Sagiss LLC
Skill: Logicmonitor, Kaseya, VMware, Hyper-V, Firewalls, Switches, WAPs, Logicmonitor, Kaseya"
Network Administrator,"Ability: Hard working, Tries best to accomplish tasks, Makes others around better, Excellent communication skills, Problem solving attitude
Education: High School Diploma@Pasadena High School | nan@Employed Security Services Center
Experience: Network Administrator@United States Marine Corps | Network Administrator@United States Marine Corps | Busser@The Valley Hunt Club
Skill: Supervised communication team, Installed Category 5 cable, Established internet and telephone communications, Installed 34 telephone lines, Established telecommunications, Troubleshooted and repaired equipment, Cleaned tables, Served water and bread"
Network Administrator,"Ability: network support, system support, domain controller configuration, server installation and configuration, antivirus configuration, firewall configuration, hardware and software troubleshooting, computer hardware and software design and testing, help desk management, network project management, VPN configuration, software installation and configuration, desktop computer assembly, desktop and laptop repair, ADSL modem installation and configuration, virus removal, customer service
Experience: Network Administrator@Samsung Co | Network Administrator@Parskhazar Co | Computer Repair Technician@Computer Repair Store
Skill: network support, system support, domain controller configuration, server installation and configuration, antivirus configuration, firewall configuration, hardware and software troubleshooting, computer hardware and software design and testing, help desk management, network project management, network and system support, domain controller installation and configuration, server installation and configuration, VPN configuration, software installation and configuration, desktop computer assembly, desktop and laptop repair, ADSL modem installation and configuration, virus removal, software installation and configuration, customer service"
Network Administrator,"Ability: Network Administration, Escalation Support, Network Monitoring, Network Troubleshooting, Technical Services, Team Work, Communication, Interpersonal Relations, Leadership
Education: B.S in Business Administration@Nicholls State University
Experience: Network Administrator@System | Jr. Network Administrator@Fujitsu
Skill: Cisco routers, Cisco Pix and ASA firewall, Cisco Catalyst switches, VLAN management, Trunking, Segmenting, Ether Channeling, Ethernet, fast-Ethernet, gigabit, 802.1Q, RIP, EIGRP, OSPF, BGP, DMZ, TCP/IP, VPN, IPSEC, MPLS, Frame Relay, STP, HSRP, VRRP, Access Control List, NAT, PAT, DHCP, DNS, Access Points, Access Point Controllers, WEP, WPA, WPA2, SIP, VOIP, QOS, SIEM, Wireshark, Service Now, Putty, SSH, VPN, Security Policy, IPS, CLI, CCP, Cisco 2960, Cisco 2950, VLAN, Port Security, Firewall, ASA, ASDM, Citrix, NetScaler Gateway, Windows Server 2012 R2, Self-Serve Printers, Fax, Scanners, PCs, NTP, SNMPv3, Static IP, IP Gateway, Subnet Mask, DNS, Cisco Router 2811, Cisco Switch 2960, Virtual Machine"
Network Administrator,"Ability: Accomplished Network Engineer, Proven success in joint operations, High stress environments, Sustain deadlines with perfection
Education: Certification in Basic IT@Pacific University | Certification in Network Administration@Cyber Center of Excellence
Experience: Network Administrator@US Army
Skill: Network connectivity, Computers, Phones, Printers, Server management"
Network Administrator,"Ability: Analyzed intricate server issues, Supported enterprise and small business-critical application, Managed the configuration of the local area network, wide area network and corporate internet system, Kept flexible schedule and resolved after-hours and weekend emergencies quickly and accurately, Consulted users to determine areas in need of improvement, Installed and supported hardware and software, including desktops, servers and printers, Researched, recommend, configured and supported hardware and software for multiple departments, Configured new employee work stations, including all hardware, software and electornic devices, Provided local and remote Tier 1 IT support for hardware and software to company personnel, Documented changes to the group policy after upgrading the domain function level, Build and monitored the company's firewall inbound/outbound rules to block anonymous attempt, Ensured that data was back up everyday on a regular basis and that disaster recovery procedures were consistently updated to prepare for an incident, Administered physical and digital filing systems, keeping records well-organized and easily retrievable by team members, Maintained office supplies inventory by checking stock and ordering new supplies as needed, Received and screened high volume of internal and external communications, Improved productivity initiatives, managing office support tasks and coordinating itinerary and scheduling appointments, Routed agreements, contracts and invoices through signature process, Maintained business records by updating customer information, Answered approximately ten to fifteen phone calls daily and pleasantly welcomed visitors to office
Education: B.A. in Computer Science@Queens College, City University of New York
Experience: IT executive, Network Administrator@Ocean Pacific Seafood Group, Waiichi Cooperation, Daiichi Cooperation, Seafood Co | Office assistance@YHK Quality Service Inc | Office assistance@American Business Institute Corp
Skill: DISASTER RECOVERY, VPN, ACTIVE DIRECTORY, CISCO, DHCP"
Systems Administrator,"Ability: DOCUMENTATION, ARCHITECTURE, CABLING, END USER SUPPORT, IMAGING
Education: Associate of Science in Information Technology@Keiser University | nan@GED Adult Education Center
Experience: Systems Administrator@Lincoln Educational Services | Systems Administrator@Mavericks High Schools | Network Installer@A.D.A.D Communications
Skill: DOCUMENTATION, ARCHITECTURE, END USER SUPPORT, IMAGING, DOCUMENTATION, ARCHITECTURE, CABLING, END USER SUPPORT, DOCUMENTATION, ARCHITECTURE, CABLING"
IT Manager/ Network Administrator,"Ability: Networking, Help Desk Support, Computer Repair, Application Design, Photoshop Retouching, Quick Learner, Eager to Learn, Expand Skill Set
Education: Bachelor's in Computer Science@ESIH
Experience: IT Manager/ Network Administrator@Fondation Festival Film Jakmèl
Skill: Network Security, Technical Support, Software Update, Maintenance, Communication"
NETWORK ADMINISTRATOR,"Ability: DHCP, DNS, DOCUMENTATION, NETWORKING, PATIENCE, Cisco, System Administrator, Vmware, NOC, Ccna
Education: GENERAL STUDIES@GATEWAY COMMUNITY COLLEGE
Experience: NETWORK ADMINISTRATOR@L.I. COMPUTER NETWORKS | NETWORK ADMINISTRATOR@L.I. COMPUTER NETWORKS | NETWORK ENGINEER@L.I. COMPUTER NETWORKS
Skill: VMware update manager, VMware ESXi infrastructure, Windows server administration, VM migration, Hardware and software upgrades, Spiceworks ticketing solution, Standardized work instructions, Workstation and laptop rebuilding, Web filter monitoring and management, SCCM and WSUS for OS deployment and patch management, User and computer account management"
Job Seeker,"Ability: Proficient in Python and Java, Experienced in Agile Development, Familiar with SQL and database design, Strong problem-solving skills, Excellent communication and teamwork
Education: Bachelor of Science in Computer Science@University of Example
Experience: Software Engineer@Example Tech Company | Intern@Example Software Company
Skill: Python, Java, SQL, Agile Development, JavaScript, React, Git"
Senior Network Administrator,"Ability: Network Administration, Server Infrastructure, VOIP Systems, Cisco, Meraki, Security, Vendor Management, Budgeting, Reporting, Routers, Gateways, Firewalls, LAN/WAN, Internet Connectivity, Unified Communications, SIP, User Training, Audio Troubleshooting, Remote Support, New Site Implementation, Backups, SIP Testing, Upgrades, Contracts, Disaster Recovery, Desktop Support, Onboarding/Offboarding, Hardware Installation, Cable Terminations, Network Diagramming, Documentation, Spam Firewall, Office 365, Endpoint Management, Project Management, Network Troubleshooting
Education: Bachelor's in CIS@CUNY Lehman College | Applied Associates in Computer Networking@Westchester Community College
Experience: Senior Network Administrator@Slate Magazine | Senior Network Administrator@Peco Pallet, Inc | Network Administrator III@Peco Pallet, Inc
Skill: Network, Server Infrastructure, VOIP Systems, Cisco, Meraki Network Switches, Security, Appliances, WAPs, IT Vendor Contracts, Budgeting, Reporting, Routers, Gateways, Firewalls, Networking Infrastructure, LAN/WAN, Internet Connectivity, Cisco Unified Communications Manager, Cisco Unity Connection, SIP Trunks, Remote SIP Gateways, Phone Handset Hardware, User Training, Troubleshooting Audio Issues, Voice Quality, Remote User Support, Vendor Collaboration, New Site Design and Implementation, Backups, SIP Connection Testing, CUCM and CUC Upgrades, Contracts and Budgets, Firewalls, Disaster Recovery, Desktop Support, Onboarding/Offboarding, Switch Installation, Router Installation, Wireless Access Point Installation, Printer Installation, Cable Terminations, Cisco Meraki Administration, VoIP Infrastructure Administration, Site-to-Site Connectivity, Datacenter to DR Site Connectivity, Network Diagramming, Documentation, User Documentation, Barracuda Spam Firewall, Office 365 Administration, Kaseya Endpoint Management, Project Management, Vendor Collaboration, Network Troubleshooting"
Job Seeker,"Ability: Network Administration, System Administration, Solaris, Linux, Military
Education: General Studies@Maize Sr High School
Experience: EMERGENCY ACTION CONTROLLER - JOINT COMMAND@USSTRATCOM | Network/System Administrator@USS Bonhomme Richard LHD6 | Pacific Regional Network Operation Center@nan
Skill: Led two-person controller team, Provided notification and recall for USSTRATCOM and their assigned tenant units, Received/validated/interpreted time-critical USSTRATCOM/CJCS Emergency Action Messages directing WG actions, Conducted semi-annual ITECs/PECs/PWCS inventory of IT hardware assets assigned to units AFEMS-AIM accounts, Managed medium scale network consisting of 3000 customers, Administered Navy afloat DCGS-N network as well as maintained mission critical sub systems, Utilized Active Directory and VMware for day to day activities implementing system maintenance, updates, and corrective measures for system vulnerabilities, Safeguarded access and permissions to information systems ensuring access is given only to authorized personnel, Developed new project maintenance, training documentation, and trained personnel, Assured that all information systems are utilized, upkeep, and dismantling are conducted in accordance to Department of Defense policies, directive, and procedures, Operated, maintained, and administered network connectivity for 300,000 customers, Negotiated day to day Customer Trouble tickets, completing 87 tickets on average monthly, Provided and supervised local help desk functions, troubleshooting network connectivity issues consisting of Email, DNS, and Web browsing, Awarded Meritorious Unit Accommodation medal for providing 98% network connectivity to Customers while transferring $500 million in network infrastructure and satellite communications equipment to a new facility"
Network Administrator,"Ability: Network Configuration, Technical Support, Network Monitoring and Maintenance, Troubleshooting, Networking, Microsoft Office, Windows, access, Customer Service, Windows 7
Education: Certificate in Computer Networking (Cisco Network Administration)@Lone Star College - CISCO Academy | Master of Arts in (MA) International Development and Cooperation@Ajou University - Graduate School of International Studies | HND (Higher National Diploma) in Computer Networking@Trustech Institute of Technology | LLB in Law@University of Buea
Experience: Network Administrator@OMNI SERV LLC | Network Administrator Level 1@XEROX Call Centre | Technical Support@Xerox Call Center
Skill: LAN switching, wireless networking, cabling, distance learning equipment, server issues, installation, maintenance, routine troubleshooting, switches, routers, servers, wireless devices, PCs, network UPS tools, enterprise monitoring software, configurations, enterprise repository, systems documentation, installation, maintenance, troubleshooting, software, hardware, security solutions, firewall, anti-virus, intrusion detection systems, installed, connected, configured, network equipment, network software, security software, protections, access permissions, ids, firewalls, passwords, troubleshooting, network outages, performance issues, firmware patches, updates, network devices, software, file servers, back-ups, access rights, permissions, network addresses, protocols, technical assistance, training, problems, solutions, implementation, hardware, software, workstation computers, microcomputers, printers, troubleshoot, software, hardware, PCs, data center call rooms, diagnosed, resolved, technical, hardware, software, internet connectivity, email clients, IPTV, VOIP, researched, information, resources, priority issues, client specifications"
Network Administrator,"Ability: Troubleshooting, Written and oral communication, Infrastructure planning and design, Technical help desk experience, Analytics and problem resolution, Best practices, Hardware and software configurations
Education: High School Diploma@Oak Hills High School
Experience: Network Administrator@GCorp Consulting | Field Wireman@Camp Foster | Network Engineer / Network Chief@Camp Foster
Skill: Documented as-builts for network architectures, Performed monitoring, troubleshooting and designing performant ACLs, Configured network devices to be DISA STIG compliant, Built network perimeter and installed boundary devices, Researched, recommended, configured and supported hardware and software, Performed software upgrades on managed devices, Executed best practices and configuration for network security, Laid out cabling plans and ran through buildings, Anticipated and analyzed common connectivity workflow problems, Ran and installed tactical fiber between sites, Managed fiber distribution nodes on single mode fiber infrastructure, Identified fiber pathways and labeled patch panels, Tested various cable types prior to and after use, Managed network performance and implemented changes to improve efficiency, Determined malfunctioning network devices and applied troubleshooting methods, Ensured changes to the network were carefully documented for audit purposes"
Network Administrator,"Ability: Network Administrator, Technical Support, Customer Service, Windows, Networking, Windows 7, Microsoft Office, Project Management, Time Management
Education: None in Network and communications management@Devry university columbus | High school or equivalent in High School@Ledgemont High School
Experience: Network Administrator@Discover Financial Services | Call Center Representative@Calltech Communications
Skill: Windows, Networking, Technical Support, Customer Service, Windows 7, Microsoft Office, Technical Support, Customer Service"
Network Engineer,"Ability: Effectively manage time to work on two nationwide Cisco infrastructure upgrade projects to replace end of life hardware, Streamline upgrades by developing efficient configuration scripts to minimize network downtime, Work in an enterprise, communicating with colleagues around the world to complete tasks, Troubleshoot issues when they arise to ensure that the customer experience is unaffected, Accurately update and create documentation for infrastructure changes
Education: Bachelor of Science@DeVry University of Columbus
Experience: Network Engineer@Paragon Consulting Group @ JPMorgan Chase | Lead Network Administrator Intern@Ohio Department of Youth Services
Skill: Cisco Switch and Router configuration, Microsoft Active Directory, DHCP, DNS, Windows Deployment Services, Windows File Services, Windows Powershell, IIS, Windows Printer Services, Windows Server Update Services, DotNetNuke, Wireless 802.1x LEAP/PEAP, HP Printer configuration, Openfiler Storage Appliance, Quantastor SAN OS, iSCSI, RAID, VMWare vSphere, Workstation Imaging, Goverlan Remote Administration Suite, Support state-wide network of over 2000 workstations, Developed network environment to test and learn about VMWare virtualization, Cisco IOS, Windows Server and associated services, and SAN administration, Proof of concepts developed for Citrix XenApp 6, System Center Service Manager, alternative SAN configurations, user migration from Windows XP to Windows 7, Deployed DotNetNuke web site to allow education administrators to better communicate and collaborate, Provided remote desktop support (hardware and software) via Goverlan Remote Administration Suite, Supported wireless laptops and tablets, assisted in migration from LEAP to PEAP authentication, Liaised with hardware vendor, reported problems and requested replacement parts, Built Windows Server 2008 R2 servers for production use"
Network Administrator,"Ability: Network management, Server and storage infrastructure, Workstation and network equipment setup, Technical support, Tutoring
Education: BS in Information Technology@Oregon Institute of Tech | AA in Information Systems@Norco College
Experience: Network Administrator@Oregon Institute of Technology | Peer Consultant (Tutor)@Oregon Tech
Skill: Fortinet firewall, Extreme Networks switches, Cisco routers, ETON Power UPS, Windows Server 2012 R2, Hyper-V, Active Directory, Certificate Services, DNS, DHCP, SQL Servers, System Center R2 Virtual Machine Manager, Hyper-V VDI, Remote Desktop Services, Nimble storage arrays, Windows 7, Windows 8.1, Windows 10, Information Systems, Microsoft Office, SQL Server, Visual Studio 2013"
IT Manager/ Network Administrator,"Ability: Visual Studio, JavaScript, SQL, HTML, C++, C#, CSS, Web Design, AngularJS, Excel, Full Stack Development, Leadership, Commitment, Scout Spirit, Service
Education: Full Stack Web Developer in Computer Science@Centriq Training | Bachelor's in Biology@University of Kansas | Bachelor's in Computer Science@University of Kansas | CAPS in Computer Science@Center for Advanced Professional Studies
Experience: IT Manager/ Network Administrator@Delta Chi Fraternity | Caregiver@Helpers Inc. | Store Operator@Pride Cleaners
Skill: Updating hardware and software systems, Launching web services, Hardware and server upgrades, Providing technical support, Providing personal care and support, Aiding in life, personal, and social skills development, Supervising and running dry cleaning store, Serving customers, Sorting clothes, Completing tasks on time and correctly"
Systems Engineer,"Ability: Managing corporate infrastructure, Identity management, Office 365 Administration, Windows services administration, Azure Subscription Management, AWS Account Administrator, Engineer and design new corporate infrastructure, Manage SCCM Infrastructure, Investigate software vulnerabilities, Deploy and manage HBI networks, Configure VPN tunnels, Design Network Diagram Templets
Education: Associates Degree in Computer Networking and Information System Security@Clover Park Technical College
Experience: Systems Engineer@Slalom LLC | Systems Administrator@iMatch at BECU | Network Security Engineer@TekSystems at Microsoft
Skill: Active directory, Dns, Exchange, Firewalls, Networking, Scom, Solarwinds, Mfa, Dhcp, Network design, Web services, Amazon web services, Scripting, Sql server, Sql, Bash, Ntfs, Windows 7, AWS, Powershell, System Administrator, SCCM, SCCM Infrastructure, Software vulnerabilities, Windows updates, Third-party updates, Software updates, HBI networks, Security, VPN tunnels, EBGP, IBGP peering, Firewall, Switch upgrades, VLANS, Network Diagram, Windows Infrastructure, Active Directory, Group Policy, WSUS Server, Terminal Server Services, Cisco ACS, RSA Secure ID"
Network Administrator,"Ability: Technical Troubleshooting, Hardware Configurations, Software Installs, LAN Connectivity, Problem Diagnosis, Phone & Online Support, Client and Server Operating Systems, Preventive Maintenance, User Training/Support, Customer Service, Complaint Handling, Cisco Device Routing and Switching, Excellent Troubleshooting Skills
Education: Bachelor of Computer Science in Computer Science@Maiwand University
Experience: Network Administrator@Global Technology, Ministry of Defense | IT Help Desk Support@Global Technology, Ministry of Defense
Skill: Cisco switches routers and VOIP Phones, Network Diagram Design, Trouble ticket monitoring, Networking device troubleshooting and maintenance, Vendor communication, Domain System Management, File Server Maintenance, DHCP Server Management, Print Server Maintenance, Windows deployment server installation and configuration, Operating system, printer, and office product support, Hardware and software inventory"
Network Administrator,"Ability: Technical Support, Networking, Troubleshooting, Cable installation, Leadership Development, Telecommunications, Microsoft Office, Records Management, Customer Service, Supervisor, Cable Installation, Telephony, Telecommunication, Install, Operate and Maintain LAN and WAN, Routing and switching, Premise wiring, Cable installation, Installation of network components
Education: General studies@Cordova High School
Experience: Network Administrator@United States Department Of Defense | Crew Member@Century Theaters
Skill: Install, operate, and maintain Local Area Networks and Wide Are Networks, Routing and Switching, Premise wiring and cable installation, Installation of network components, Supervisor, Records Management Supervisor, Floor crew, Cleanup, Greeter, Cashier, Concession stand worker, Communication skills working with fellow employees and customers"
Network Administrator,"Ability: Managing and monitoring systems and infrastructure, Installing, configuring, testing, and maintaining servers and applications, Amazon Web Services administration, Maintaining call flow scripts, Redesigning and implementing infrastructure, Exchange migration, Telephony/UCaaS redesign and administration, Creating automation scripts, Onsite and remote support, Configuring and deploying network solutions, Assessing and deploying client needs, Handling server and domain migrations, Quoting hardware/software, Phone system migration, Cabling troubleshooting, Software/hardware research and presentation
Education: A.A.S. in INFORMATION ASSURANCE AND CYBERSECURITY@ANNE ARUNDEL COMMUNITY COLLEGE
Experience: Network Administrator@ClearOne Advantage | SYSTEMS TECHNICIAN@SCD INFORMATION TECHNOLOGY
Skill: Network Security, Windows Server, Network Administration, Powershell, Amazon Web Services, IIS, Active Directory, System Administrator, Vmware, SCCM, Windows Server 2008 – 2012R2 Active Directory, Exchange 2008-2013, Citrix, VMware ESXi, Dell SonicWALL, Ubiquiti Edgerouter, Cisco Meraki, Sophos UTM, Barracuda"
Network Administrator,"Ability: Active Directory, Networking, Technical Support, Windows, Windows 7, Vmware, Customer Service, Servers, Project Management
Education: Technical Diploma - Network Technician in IT Network Administration@Western Technical College
Experience: Network Administrator@Northern Engraving Corporation | Network Analyst@Northern Engraving Corporation | IT Intern - Network Analyst@Northern Engraving Corporation | IT Retail Support Technician@Kwik Trip | Guest Service Leader@Kwik Trip
Skill: Network, Hardware, Network Administration, Network, Hardware, Network, Hardware, Technical Support, Customer Service, Project Management"
Systems Administrator,"Ability: Active directory, Cisco, Dns, Exchange, Network security, Networking, Tcp/ip, Vlan, Aironet, Bgp, Citrix, Dfs, Dhcp, Eigrp, Juniper, Ldap, Ospf, Switching, Tcp, Vmware, Exchange Server
Experience: Systems Administrator@Araz Electric | System and Network Administrator@Azera Consalting | Senior Systems Engineer@Globtech LTD
Skill: IP, AHD, PTZ, Wireless, Monitoring camera system design, NVR, DVR, File server, Cloud video record system design, Switching, Routing IP Camera network, Security, Firewall settings and control, Upgrade of an existing Data Center, Networking automation, System operations, Configuration checks, Configuration report versions, Network Security Firewall configurations, Configuration changes, Network diagram and documentation, Network bandwidth, Security, Back up, Office 365 business control, Adding role and create new users, Create new user, role and mail account, File sharing control, Mail connection check and solve problem, Virtualizing domain controllers and recovery, Windows security audit logs, AD trusts, forest, domain tree structures, sites, Administration Hyper V, VMware, Consultation to healthcare institutions on IT network strategies and system integrations, Troubleshooted complex network issues, Lead installation of complex network, multi-phase systems, Network Security Firewall configurations, System operations and sustainability work"
Network Administrator,"Ability: Resolving technical issues, Maintaining uptime, Increasing productivity, Designing and implementing databases, Monitoring security, Maintaining VMware infrastructure, Troubleshooting networking devices, Communicating with vendors, Documenting issues
Education: Bachelor of Applied Science in Management of Information Systems@Mississippi University for Women | Associate of Applied Science in Computer Networking@Lincoln Community College
Experience: Network Administrator@Franklin County Memorial Hospital | Jr. Network Administrator@Franklin County Memorial Hospital
Skill: Electronic health records, LAN, VMware, Software installation, Hardware repair, IT support, Network account management"
Network Administrator,"Ability: Desktop Management, Data Security and Backup, CheckPoint Firewall, Windows Server 2000/2003, Win 9x, XP, Vista, Windows 7, Microsoft Exchange, Cisco B - Class Routers, Adobe Creative Suite, Quickbooks, UPS WorldShip, Remote Management Tools, VPN Connectivity, Backup Exec, Symantec Enterprise Antivirus, Trend Micro
Education: Bachelor of Arts in Network Communication Management@DEVRY UNIVERSITY | Diploma in Biology and Geography@ELDAD NETANYA HIGH SCHOOL
Experience: Network Administrator@RIBENKS CORPORATION | Information Technology@XMPIE | Independent@nan | Trend-Micro AV@nan
Skill: Hardware and software upgrades, Security and data integrity, Server upgrade and migration, VMWare installation, Cisco routers and printers deployment, Daily backups, Exchange 2010 installation and management, CheckPoint Network Administrator, Technical support, Hardware and software troubleshooting, Data backup and network access, LAN components and wiring management, VPN connectivity, Windows Vista, Adobe Creative Suite, Windows Server support, Computing services, Graphic design, Data backup and recovery, Security, Web development, Hardware repair, Video file editing, Sage, UPS WorldShip"
Network Administrator,"Ability: Leverage networking knowledge, Review physical / virtual network server data, Maintain routers / switches, Monitor and maintain systems, Support and troubleshoot phone system, Administer and troubleshoot data connectivity, Make technical recommendations, Collaborate on network layout and security, Contribute to VoIP system design and deployment, Research and test network traffic analysis, Provide high level support to end users, Conduct software testing and make recommendations
Education: nan@South Mountain Community College
Experience: Network Administrator@Arizona Regional Multiple Listing Service | Junior Network Administrator@Arizona Regional Multiple Listing Service
Skill: DHCP, DNS, LAN, Network Monitoring, vlan, Patch Management, Backup and Recovery, System and Network Monitoring, Cisco Routers & Switches, VLAN Configuration, TCP/IP, LAN / WAN Setup, Wireless setup and administration, IP Addressing, Inter VLAN Routing, Spanning Tree Protocol, DNS and DHCP, Operating systems, Hardware, Application software, Software installation, Network devices, Software testing"
Network Administrator,"Ability: In-depth technical knowledge of networking and security technologies, Extensive experience in network management, Problem analysis and resolution skills, Customized hardware and networking solutions, Collaborating with cross-functional teams, Deploying technology to build successful solutions, Extensive documentation and training experience, Successful project and technical team leader and motivator
Education: Associates in Network and Communications Management@DeVry University
Experience: Network Administrator@International Services Inc | Network Administrator@FTP and Terminal Services
Skill: Cisco Routers and Switches, Routing Protocols, Network Topologies, Network Configuration and Maintenance, Troubleshooting, VLAN and Switching, IPv4 and IPv6, Network Services and Optimization, Active Directory Services, DHCP, DNS, FTP, Terminal Services, File Sharing, Group Policy"
Network Engineer,"Ability: installing and troubleshooting Layer 3 and 2 devices, managing MPLS network, configuring routing protocols, configuring NAT, Site-to-Site VPNs, and remote VPNs, designing and migrating IP schemes, installing network device patches, working with Telecom vendors, auditing network connections, documenting network changes, designing and leading network upgrades, providing networking support, developing Python scripts, coordinating with engineers and architects, standardizing devices, configurations, design and naming conventions, monitoring network outages and alerts, troubleshooting network configurations, switching/routing, and datacenter equipment, implementing network standards, processes and security, coordinating with developers, testing and deploying network designs, documenting incidents and solutions, optimizing layer 3 devices, deploying network monitoring solutions, auditing network firewall rules, securing legacy devices, installing digital Certificates, configuring routing, security, and internet on Layer 3 and Layer 2 devices, configuring and troubleshooting routing protocols, troubleshooting external and site-to-site connectivity, managing and troubleshooting wireless access points, installing, managing and troubleshooting VOIP phone system, troubleshooting custom and third-party network applications, managing users and endpoints using Windows Server and Active Directory, managing clients external mail using Office 365 cloud
Education: Bachelor of Science in Computer Science@University of Memphis
Experience: Network Engineer@Sonic Healthcare USA | Network Administrator@Landau Uniforms | Network Administrator@Worldwide Label and Packaging
Skill: Layer 3 and 2 devices, MPLS network, OSPF, EIGRP, BGP, NAT, Site-to-Site VPNs, remote VPNs, Cisco Adaptive Security Appliance, IP schemes, network devices, Telecom vendors, network connections, network upgrades, configuration changes, networking support, Python scripts, network appliance API's, network standards, network security, network monitoring, network firewall rules, access control list, Virtual Local Area Networks, digital Certificates, routing protocols, OSPF, EIGRP, Site-to-Site VPNs, wireless access points, VOIP phone system, Windows Server 2012 R2, Windows Server 2016, Active Directory, Office 365, ADMT, VMWare, Hyper-V, network design, network deployment, network monitoring, network security, network configuration, routing protocols, OSPF, EIGRP, Site-to-Site VPNs, wireless access points, VOIP phone system, Windows Server 2012 R2, Active Directory, Office 365, network design, network support, network monitoring, network equipment, Windows Server 2012 R2, Office 365"
Network Engineer,"Ability: Designed and installed classified persistent network, Configured redundant network with eBGP and ACLs, Applied EIGRP and BGP with redistribution, Taught network and IT knowledge to junior coworkers, Identified problems with DMVPN and layer 3 switches, Led main site network design and troubleshooting, Incorporated network architectures into pre-existing network, Designed, installed, and maintained large LAN, Implemented Multicasting into network architecture, Designed and maintained remote network for 500 personnel, Maintained weather, cartography, and air traffic control services
Education: nan@Marine Corps Communications and Electronics School | High School Diploma@Snohomish High School
Experience: Network Engineer@USMC | Network Engineer / Administrator@USMC | Network Administrator@USMC
Skill: Cisco, customer service, EIGRP, LAN, WAN, IPV4 / IPV6, DMVPN, layer 3 switches, IP NHRP, WAN protocols, network architecture, satellite based transmissions, weather, cartography, air traffic control, classified and unclassified traffic"
